OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,MonitoringLocationIdentifier,ResultIdentifier,DataLoggerLine,ResultDetectionConditionText,MethodSpecificationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,DataQuality/BiasValue,ConfidenceIntervalValue,UpperConfidenceLimitValue,LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,ResultSamplingPointName,BiologicalIntentName,BiologicalIndividualIdentifier,SubjectTaxonomicName,UnidentifiedSpeciesIdentifier,SampleTissueAnatomyName,GroupSummaryCountWeight/MeasureValue,GroupSummaryCountWeight/MeasureUnitCode,CellFormName,CellShapeName,HabitName,VoltismName,TaxonomicPollutionTolerance,TaxonomicPollutionToleranceScaleText,TrophicLevelName,FunctionalFeedingGroupName,TaxonomicDetailsCitation/ResourceTitleName,TaxonomicDetailsCitation/ResourceCreatorName,TaxonomicDetailsCitation/ResourceSubjectText,TaxonomicDetailsCitation/ResourcePublisherName,TaxonomicDetailsCitation/ResourceDate,TaxonomicDetailsCitation/ResourceIdentifier,FrequencyClassInformationUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodQualifierTypeName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,AnalysisStartTime/Time,AnalysisStartTime/TimeZoneCode,AnalysisEndDate,AnalysisEndTime/Time,AnalysisEndTime/TimeZoneCode,ResultLaboratoryCommentCode,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,LaboratoryAccreditationIndicator,LaboratoryAccreditationAuthorityName,TaxonomistAccreditationIndicator,TaxonomistAccreditationAuthorityName,LabSamplePreparationUrl,ProviderName
BXA,Bronx River Alliance (Volunteer),BXA-BXA6 2014-08-05-10:28W/F  V,2014-08-05,10:28:00,EDT,BXA-BXA6,STORET-394128270,,,,Odor (adverse or offensive) (Y/N) (choice list),,N,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA9-2014-07-07-12:27 W/F 1,2014-07-07,12:27:00,EDT,BXA-BXA9,STORET-406390962,,,,Conductivity,,31.5,mS/cm,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA5-2014-06-02-10:56 W/F,2014-06-02,10:56:00,EDT,BXA-BXA5,STORET-406389539,,,,Precipitation during activity (choice list),,NO,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA2-2014-08-25-09:02 W/F,2014-08-25,09:02:00,EDT,BXA-BXA2,STORET-406392886,,,,Floating sewage (Y/N) (choice list),,N,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA3-2014-08-11-08:52 W/F,2014-08-11,08:52:00,EDT,BXA-BXA3,STORET-406392198,,,,Floating foam/suds (Y/N) (choice list),,N,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA6-2014-08-05-10:28 W/F,2014-08-05,10:28:00,EDT,BXA-BXA6,STORET-406392037,,,,Observed Recreational Use - Swimming (Y/N) (choice list),,N,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA8-2014-08-18-13:51 W/F,2014-08-18,13:51:00,EDT,BXA-BXA8,STORET-406392794,,,,Tide stage (choice list),,FLOOD,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA6 2014-08-14-09:33W/F  V,2014-08-14,09:33:00,EDT,BXA-BXA6,STORET-394128742,,,,Observed Recreational Use - Fishing (Y/N) (choice list),,N,,,Final,,Actual,,,,,,,,,,Targeted for wet weather (after rain event),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA4 2014-06-16-11:02W/F  V,2014-06-16,11:02:00,EDT,BXA-BXA4,STORET-394126377,,,,Precipitation 24hr prior to monitoring event (choice list),,NO,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA3 2014-06-23-08:41W/F  V,2014-06-23,08:41:00,EDT,BXA-BXA3,STORET-394126594,,,,Precipitation 48hr prior to monitoring event (choice list),,NO,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA6-2014-08-05-10:28 W/F,2014-08-05,10:28:00,EDT,BXA-BXA6,STORET-406392020,,,,Precipitation during activity (choice list),,NO,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA3 2014-07-21-08:38W/F 1 P,2014-07-21,08:38:00,EDT,BXA-BXA3,STORET-394127775,,,,Conductivity,,0.749,mS/cm,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA6 2014-08-05-10:29W/F 1 P,2014-08-05,10:29:00,EDT,BXA-BXA6,STORET-394128286,,,,pH,,7.2,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA7 2014-06-09-11:45W/F 1 P,2014-06-09,11:45:00,EDT,BXA-BXA7,STORET-394126238,,,,Salinity,,10.83,0/00,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA6 2014-06-16-11:26W/F  V,2014-06-16,11:26:00,EDT,BXA-BXA6,STORET-394126445,,,,Observed Recreational Use - Swimming (Y/N) (choice list),,N,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA7 2014-07-21-11:10W/F  V,2014-07-21,11:10:00,EDT,BXA-BXA7,STORET-394127869,,,,Floating sewage (Y/N) (choice list),,N,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA7-2014-06-30-13:08 W/F,2014-06-30,13:08:00,EDT,BXA-BXA7,STORET-406390629,,,,Discoloration (Y/N) (choice list),,Y,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA8 2014-08-18-13:51W/F  V,2014-08-18,13:51:00,EDT,BXA-BXA8,STORET-394129010,,,,Observed Recreational Use - Swimming (Y/N) (choice list),,N,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA8 2014-08-11-11:37W/F  V,2014-08-11,11:37:00,EDT,BXA-BXA8,STORET-394128579,,,,Observed Recreational Use - Boating (Y/N) (choice list),,N,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA2 2014-06-23-09:18W/F  V,2014-06-23,09:18:00,EDT,BXA-BXA2,STORET-394126573,,,,Floating sewage (Y/N) (choice list),,N,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA3 2014-06-09-09:05W/F 1 P,2014-06-09,09:05:00,EDT,BXA-BXA3,STORET-394126128,,,,Conductivity,,1.007,mS/cm,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA4 2014-06-09-10:10W/F 1 P,2014-06-09,10:10:00,EDT,BXA-BXA4,STORET-394126157,,,,Salinity,,0.69,0/00,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA8-2014-07-14-12:17 W/F 1,2014-07-14,12:17:00,EDT,BXA-BXA8,STORET-406391191,,,,Specific conductance,,35646,uS/cm,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA4 2014-07-16-10:38W/F 1 P,2014-07-16,10:38:00,EDT,BXA-BXA4,STORET-394127695,,,,Specific conductance,,408,uS/cm,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA2 2014-06-02-09:20W/F  V,2014-06-02,09:20:00,EDT,BXA-BXA2,STORET-394125853,,,,Observed Recreational Use - Swimming (Y/N) (choice list),,N,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA3-2014-08-14-08:20 W/F 1,2014-08-14,08:20:00,EDT,BXA-BXA3,STORET-406392474,,,,Salinity,,0.2,0/00,,Final,,Actual,,,,,,,,,,wet weather bias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA9 2014-06-30-14:03W/F  V,2014-06-30,14:03:00,EDT,BXA-BXA9,STORET-394127004,,,,Floating debris (Y/N) (choice list),,N,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA5-2014-07-21-09:59 W/F,2014-07-21,09:59:00,EDT,BXA-BXA5,STORET-406391542,,,,Floating foam/suds (Y/N) (choice list),,N,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA8-2014-08-25-11:48 W/F,2014-08-25,11:48:00,EDT,BXA-BXA8,STORET-406393060,,,,NPS POLLUTION - Livestock Present (Y/N) (choice list),,N,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA9 2014-06-09-12:36W/F 1 P,2014-06-09,12:36:00,EDT,BXA-BXA9,STORET-394126288,,,,pH,,7.73,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA3 2014-06-02-09:48W/F 1 P,2014-06-02,09:48:00,EDT,BXA-BXA3,STORET-394125888,,,,Specific conductance,,1501,uS/cm,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA8-2014-08-25-11:48 W/F,2014-08-25,11:48:00,EDT,BXA-BXA8,STORET-406393058,,,,Floating sewage (Y/N) (choice list),,N,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA4-2014-08-14-09:07 W/F,2014-08-14,09:07:00,EDT,BXA-BXA4,STORET-406392495,,,,Observed Recreational Use - Fishing (Y/N) (choice list),,N,None,,Final,,Actual,,,,,,,,,,wet weather bias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA1-2014-07-21-08:56 W/F 1,2014-07-21,08:56:00,EDT,BXA-BXA1,STORET-406391444,,,,pH,,7.57,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA9-2014-06-30-14:03 W/F,2014-06-30,14:03:00,EDT,BXA-BXA9,STORET-406390701,,,,Observed Recreational Use - Boating (Y/N) (choice list),,Y,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA9-2014-06-30-14:03 W/F,2014-06-30,14:03:00,EDT,BXA-BXA9,STORET-406390689,,,,Odor (adverse or offensive) (Y/N) (choice list),,N,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA4-2014-08-18-10:49 W/F,2014-08-18,10:49:00,EDT,BXA-BXA4,STORET-406392686,,,,NPS POLLUTION - Wildlife Present (Y/N) (choice list),,N,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA4-2014-06-23-09:57 W/F,2014-06-23,09:57:00,EDT,BXA-BXA4,STORET-406390293,,,,NPS POLLUTION - Livestock Present (Y/N) (choice list),,N,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA7-2014-07-28-11:02 W/F,2014-07-28,11:02:00,EDT,BXA-BXA7,STORET-406391863,,,,NPS POLLUTION - Domestic Pets Present (Y/N) (choice list),,N,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA7-2014-08-14-09:52 W/F,2014-08-14,09:52:00,EDT,BXA-BXA7,STORET-406392582,,,,Observed Recreational Use - Fishing (Y/N) (choice list),,N,None,,Final,,Actual,,,,,,,,,,wet weather bias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA1-2014-07-14-08:56 W/F,2014-07-14,08:56:00,EDT,BXA-BXA1,STORET-406390986,,,,Observed Recreational Use - Other (Y/N) (choice list),,N,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA2 2014-08-11-09:11W/F  V,2014-08-11,09:11:00,EDT,BXA-BXA2,STORET-394128416,,,,Observed Recreational Use - Swimming (Y/N) (choice list),,N,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA9-2014-08-25-12:02 W/F,2014-08-25,12:02:00,EDT,BXA-BXA9,STORET-406393078,,,,Precipitation 24hr prior to monitoring event (choice list),,NO,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA8-2014-07-14-12:02 W/F,2014-07-14,12:02:00,EDT,BXA-BXA8,STORET-406391171,,,,Apparent color,,GREEN,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA8-2014-08-05-12:12 W/F,2014-08-05,12:12:00,EDT,BXA-BXA8,STORET-406392088,,,,Floating sewage (Y/N) (choice list),,N,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA7-2014-08-05-11:17 W/F,2014-08-05,11:17:00,EDT,BXA-BXA7,STORET-406392049,,,,Precipitation during activity (choice list),,NO,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA9 2014-06-16-13:00W/F  V,2014-06-16,13:00:00,EDT,BXA-BXA9,STORET-394126513,,,,Precipitation 48hr prior to monitoring event (choice list),,NO,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA6-2014-06-02-11:02 W/F 1,2014-06-02,11:02:00,EDT,BXA-BXA6,STORET-406389593,,,,Specific conductance,,6333,uS/cm,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA4-2014-06-16-11:04 W/F 1,2014-06-16,11:04:00,EDT,BXA-BXA4,STORET-406390049,,,,Specific conductance,,1304,uS/cm,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA1-2014-06-09-09:28 W/F,2014-06-09,09:28:00,EDT,BXA-BXA1,STORET-406389695,,,,NPS POLLUTION - Livestock Present (Y/N) (choice list),,N,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA5 2014-07-21-09:59W/F  V,2014-07-21,09:59:00,EDT,BXA-BXA5,STORET-394127825,,,,Observed Recreational Use - Other (Y/N) (choice list),,N,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA2-2014-07-21-09:06 W/F,2014-07-21,09:06:00,EDT,BXA-BXA2,STORET-406391463,,,,NPS POLLUTION - Domestic Pets Present (Y/N) (choice list),,N,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA1-2014-08-25-08:54 W/F,2014-08-25,08:54:00,EDT,BXA-BXA1,STORET-406392857,,,,Floating debris (Y/N) (choice list),,N,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA3 2014-07-28-08:52W/F 1 P,2014-07-28,08:52:00,EDT,BXA-BXA3,STORET-394128018,,,,Conductivity,,0.895,mS/cm,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA1 2014-06-02-09:02W/F 1 P,2014-06-02,09:02:00,EDT,BXA-BXA1,STORET-394125832,,,,Dissolved oxygen (DO),,10.27,mg/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA9-2014-07-14-12:26 W/F,2014-07-14,12:26:00,EDT,BXA-BXA9,STORET-406391205,,,,Floating sewage (Y/N) (choice list),,Y,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA3 2014-07-28-08:52W/F 1 P,2014-07-28,08:52:00,EDT,BXA-BXA3,STORET-394128019,,,,Specific conductance,,952,uS/cm,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA2 2014-08-05-09:34W/F  V,2014-08-05,09:34:00,EDT,BXA-BXA2,STORET-394128165,,,,Floating debris (Y/N) (choice list),,N,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA6 2014-06-23-10:33W/F  V,2014-06-23,10:33:00,EDT,BXA-BXA6,STORET-394126680,,,,Floating debris (Y/N) (choice list),,Y,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA3-2014-07-07-08:36 W/F 1,2014-07-07,08:36:00,EDT,BXA-BXA3,STORET-406390788,,,,"Temperature, water",,21.3,deg C,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA6 2014-07-14-10:24W/F  V,2014-07-14,10:24:00,EDT,BXA-BXA6,STORET-394127413,,,,NPS POLLUTION - Domestic Pets Present (Y/N) (choice list),,N,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA5 2014-07-07-10:11W/F  V,2014-07-07,10:11:00,EDT,BXA-BXA5,STORET-394127134,,,,Precipitation 48hr prior to monitoring event (choice list),,NO,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA5-2014-06-30-11:50 W/F 1,2014-06-30,11:50:00,EDT,BXA-BXA5,STORET-406390589,,,,pH,,8.45,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA2 2014-07-14-09:08W/F 1 P,2014-07-14,09:08:00,EDT,BXA-BXA2,STORET-394127318,,,,Salinity,,0.36,0/00,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA8 2014-06-16-12:39W/F  V,2014-06-16,12:39:00,EDT,BXA-BXA8,STORET-394126487,,,,Discoloration (Y/N) (choice list),,Y,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA8 2014-07-07-11:58W/F  V,2014-07-07,11:58:00,EDT,BXA-BXA8,STORET-394127228,,,,Observed Recreational Use - Swimming (Y/N) (choice list),,N,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA7-2014-06-23-11:35 W/F,2014-06-23,11:35:00,EDT,BXA-BXA7,STORET-406390385,,,,Observed Recreational Use - Swimming (Y/N) (choice list),,N,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA7-2014-08-11-11:11 W/F,2014-08-11,11:11:00,EDT,BXA-BXA7,STORET-406392323,,,,Observed Recreational Use - Swimming (Y/N) (choice list),,N,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA2 2014-06-30-10:11W/F  V,2014-06-30,10:11:00,EDT,BXA-BXA2,STORET-394126808,,,,Precipitation during activity (choice list),,NO,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA2-2014-08-18-10:18 W/F 1,2014-08-18,10:18:00,EDT,BXA-BXA2,STORET-406392643,,,,Conductivity,,0.681,mS/cm,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA8-2014-08-11-11:37 W/F,2014-08-11,11:37:00,EDT,BXA-BXA8,STORET-406392349,,,,NPS POLLUTION - Other (Y/N) (choice list),,N,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA6 2014-07-07-10:21W/F 1 P,2014-07-07,10:21:00,EDT,BXA-BXA6,STORET-394127180,,,,Dissolved oxygen (DO),,2.31,mg/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA2-2014-06-02-09:20 W/F,2014-06-02,09:20:00,EDT,BXA-BXA2,STORET-406389460,,,,Odor (adverse or offensive) (Y/N) (choice list),,Y,None,,Final,,Actual,,,,,,,,,,sewage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
